Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Sets,Reps per Set,Goal
EZ-Bar Skullcrusher,"The EZ-bar skullcrusher is a popular exercise targeting the triceps muscles. The EZ-bar is used more often than a straight bar. As for the name, that’s worst-case scenario. The bar should actually come down behind the head. It is usually performed for moderate to high reps as part of an upper body or arms-focused workout. No need to chase a 1RM on this move!",Strength,Triceps,E-Z Curl Bar,Intermediate,9,Average,3,8,Muscle Gain
EZ-bar skullcrusher-,"The EZ-bar skullcrusher is a popular exercise targeting the triceps muscles. Contrary to what the name implies, the bar should actually come down behind the head. It is usually performed for moderate to high reps as part of an upper-body or arms-focused workout.",Strength,Triceps,E-Z Curl Bar,Intermediate,8.1,Average,3,8,Muscle Gain
HIIT for Abs,High-intensity workout targeting abdominals for fat loss.,Cardio,Abdominals,None,Beginner,4.8,Excellent for core strength,5,30 seconds,Fat Loss
Bicep Burnout,Isolation exercises to tone and define biceps.,Strength,Biceps,Dumbbells,Intermediate,4.5,Great for muscle engagement,3,15-12,Fat Loss
Glute and Abductor Blast,Focused workout for glutes and abductors.,Strength,Abductors,Resistance Bands,Intermediate,4.6,Effective for lower body toning,4,10-12,Fat Loss
Chest Sculpt,Strength training for building a well-defined chest.,Strength,Chest,Barbell,Intermediate,4.7,Excellent for upper body strength,4,08-12,Fat Loss
Hamstring HIIT,High-intensity workout targeting hamstrings.,HIIT,Hamstring,None,Intermediate,4.5,Effective for leg strength,5,30 seconds,Fat Loss
Middle Back Workout,Strength training focused on the middle back.,Strength,Middle Back,Dumbbells,Intermediate,4.4,Good for posture improvement,3,15-10,Fat Loss
Tricep Toning,Exercises to tone and strengthen triceps.,Strength,Triceps,Dumbbells,Beginner,4.3,Effective for arm definition,4,15-10,Fat Loss
Full Body Burn,Engaging workout that combines multiple body parts.,HIIT,Full Body,None,Intermediate,4.6,Comprehensive fat loss workout,5,15-10,Fat Loss
Cardio for Traps,Cardio-focused workout to engage traps and upper body.,Cardio,Traps,None,Beginner,4.5,Great for upper body endurance,5,1 minute,Fat Loss
Core and Chest Fusion,Combination of core and chest exercises for fat loss.,Strength,"Chest, Abdominals",Barbell,Intermediate,4.8,Excellent for overall body toning,4,10-12,Fat Loss
Push Up,"A basic exercise that targets the chest, shoulders, and triceps.",Strength,Chest,None,Beginner,4.5,Great for building upper body strength.,3,10,Fat Loss
Squat,"A compound exercise that works the glutes, quadriceps, and hamstrings.",Strength,Legs,None,Beginner,4.7,Effective for lower body strength.,3,12,Fat Loss
Glute Bridge,A great exercise for strengthening the glutes and hamstrings.,Strength,Glutes,None,Beginner,4.6,Targets the posterior chain effectively.,3,15,Fat Loss
Lunge,An exercise that targets the quads and glutes.,Strength,Legs,None,Beginner,4.5,Great for lower body stability.,3,10,Fat Loss
Deadlift,A full-body exercise that primarily targets the back and legs.,Strength,Back,None,Intermediate,4.8,Builds overall strength and mass.,3,8,Fat Loss
Hip Thrust,A glute-focused exercise performed with your back on a bench.,Strength,Glutes,None,Intermediate,4.9,Highly effective for glute development.,4,12,Fat Loss
Plank,An isometric exercise for core strength.,Strength,Core,None,Beginner,4.4,Helps build stability and core strength.,3,30 seconds,Fat Loss
Russian Twist,A seated exercise that targets the obliques.,Strength,Core,None,Beginner,4.3,Improves rotational core strength.,3,15,Fat Loss
Mountain Climbers,A cardio move that engages multiple muscle groups.,Cardio,Core,None,Intermediate,4.6,Great for burning calories.,3,30 seconds,Fat Loss
Burpees,"A full-body exercise that combines squats, push-ups, and jumps.",Cardio,Full Body,None,Intermediate,4.8,Effective for fat loss and conditioning.,3,10,Fat Loss
Leg Press,A machine-based exercise that targets the quads and glutes.,Strength,Legs,Machine,Intermediate,4.7,Builds lower body strength effectively.,3,10,Fat Loss
Calf Raises,An exercise that strengthens the calf muscles.,Strength,Legs,None,Beginner,4.4,Targets lower leg strength.,3,15,Fat Loss
Step-Ups,An exercise that works the quads and glutes using a bench.,Strength,Legs,Bench,Beginner,4.5,Improves lower body coordination.,3,12,Fat Loss
Side Lunges,A lateral movement that targets the inner and outer thighs.,Strength,Legs,None,Beginner,4.6,Great for hip flexibility and strength.,3,10 per side,Fat Loss
Bent-over Rows,An exercise that targets the back and biceps with weights.,Strength,Back,Weights,Intermediate,4.7,Effective for upper back development.,3,10,Fat Loss
Pull-Ups,An upper body exercise that targets the back and biceps.,Strength,Back,None,Advanced,4.8,Excellent for overall upper body strength.,3,6,Fat Loss
Lat Pulldowns,A cable machine exercise that works the back and arms.,Strength,Back,Machine,Intermediate,4.7,Good for building width in the back.,3,10,Fat Loss
Bench Press,A classic exercise for building chest strength.,Strength,Chest,Weights,Intermediate,4.6,Essential for upper body mass.,3,8,Fat Loss
Chest Fly,An isolation exercise targeting the chest muscles.,Strength,Chest,Weights,Intermediate,4.5,Great for developing the pectorals.,3,10,Fat Loss
Shoulder Press,An overhead movement that targets the shoulders.,Strength,Shoulders,Weights,Intermediate,4.5,Builds shoulder strength and stability.,3,10,Fat Loss
Lateral Raises,An exercise that targets the shoulder muscles.,Strength,Shoulders,Weights,Beginner,4.4,Improves shoulder definition.,3,12,Fat Loss
Front Raises,An isolation exercise for the front deltoids.,Strength,Shoulders,Weights,Beginner,4.3,Good for overall shoulder development.,3,10,Fat Loss
Tricep Dips,A bodyweight exercise targeting the triceps.,Strength,Arms,None,Beginner,4.5,Excellent for arm strength.,3,10,Fat Loss
Bicep Curls,An exercise that targets the biceps with weights.,Strength,Arms,Weights,Beginner,4.5,Builds arm strength and muscle mass.,3,12,Fat Loss
Bicycle Crunches,An effective core exercise that targets the abs and obliques.,Strength,Core,None,Beginner,4.6,Great for core stability and strength.,3,15,Fat Loss
Side Plank,A variation of the plank that targets the obliques.,Strength,Core,None,Intermediate,4.4,Builds lateral core strength.,3,30 seconds,Fat Loss
High Knees,A cardio exercise that elevates the heart rate and works the legs.,Cardio,Legs,None,Beginner,4.5,Great for warming up and fat burning.,3,30 seconds,Fat Loss
Jumping Jacks,A full-body cardio exercise to raise heart rate and burn calories.,Cardio,Full Body,None,Beginner,4.4,Effective for cardiovascular health.,3,30 seconds,Fat Loss
Skaters,A dynamic movement that engages the legs and core.,Cardio,Legs,None,Intermediate,4.6,Good for agility and coordination.,3,15 per side,Fat Loss
Kettlebell Swings,A full-body exercise that builds power and endurance.,Strength,Full Body,Kettlebell,Intermediate,4.8,Effective for burning fat and building muscle.,3,15,Fat Loss
Box Jumps,A plyometric exercise that builds strength and explosiveness.,Strength,Full Body,Box,Intermediate,4.7,Excellent for leg power and fat loss.,3,10,Fat Loss
Battle Ropes,A high-intensity cardio exercise that targets the entire body.,Cardio,Full Body,Ropes,Intermediate,4.8,Great for conditioning and fat loss.,3,30 seconds,Fat Loss
Treadmill Sprints,Short bursts of high-intensity running on a treadmill.,Cardio,Full Body,Treadmill,Intermediate,4.6,Effective for improving cardiovascular fitness.,3,30 seconds,Fat Loss
Rowing Machine,"A full-body workout that targets the back, legs, and arms.",Cardio,Full Body,Machine,Intermediate,4.7,Great for building endurance and burning calories.,3,500 meters,Fat Loss
